lcl|ORF1_c_000000025581:204:800	0e27a516a7dd65c9ec8ad1d2dfc96c7e	198	MobiDBLite	mobidb-lite	consensus disorder prediction	156	198	-	T	01-10-2020
lcl|ORF1_c_000000025581:204:800	0e27a516a7dd65c9ec8ad1d2dfc96c7e	198	Gene3D	G3DSA:3.40.1120.10	Ribosomal protein l15e	2	188	3.3E-65	T	01-10-2020	IPR024794	Ribosomal protein L15e core domain superfamily	GO:0003735|GO:0005840	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-9633012|Reactome: R-HSA-975956|Reactome: R-HSA-975957
lcl|ORF1_c_000000025581:204:800	0e27a516a7dd65c9ec8ad1d2dfc96c7e	198	MobiDBLite	mobidb-lite	consensus disorder prediction	166	183	-	T	01-10-2020
lcl|ORF1_c_000000025581:204:800	0e27a516a7dd65c9ec8ad1d2dfc96c7e	198	SMART	SM01384	Ribosomal_L15e_2	4	187	2.4E-74	T	01-10-2020	IPR000439	Ribosomal protein L15e	GO:0003735|GO:0005840|GO:0006412	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-9633012|Reactome: R-HSA-975956|Reactome: R-HSA-975957
lcl|ORF1_c_000000025581:204:800	0e27a516a7dd65c9ec8ad1d2dfc96c7e	198	Pfam	PF00827	Ribosomal L15	4	183	1.1E-63	T	01-10-2020	IPR000439	Ribosomal protein L15e	GO:0003735|GO:0005840|GO:0006412	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-9633012|Reactome: R-HSA-975956|Reactome: R-HSA-975957
lcl|ORF1_c_000000025581:204:800	0e27a516a7dd65c9ec8ad1d2dfc96c7e	198	SUPERFAMILY	SSF54189	Ribosomal proteins S24e, L23 and L15e	3	183	3.02E-57	T	01-10-2020	IPR012678	Ribosomal protein L23/L15e core domain superfamily	GO:0003735|GO:0005840|GO:0006412	
lcl|ORF4_c_000000010176:5773:3878	2e563eb12676e43b859fa98b5723b173	631	Pfam	PF00986	DNA gyrase B subunit, carboxyl terminus	560	621	2.7E-28	T	01-10-2020	IPR002288	DNA gyrase B subunit, C-terminal	GO:0003677|GO:0003918|GO:0005524|GO:0006265	
lcl|ORF4_c_000000010176:5773:3878	2e563eb12676e43b859fa98b5723b173	631	ProSiteProfiles	PS50880	Toprim domain profile.	419	533	18.635	T	01-10-2020	IPR006171	TOPRIM  domain		
lcl|ORF4_c_000000010176:5773:3878	2e563eb12676e43b859fa98b5723b173	631	CDD	cd00822	TopoII_Trans_DNA_gyrase	223	376	6.74838E-77	T	01-10-2020
lcl|ORF4_c_000000010176:5773:3878	2e563eb12676e43b859fa98b5723b173	631	Gene3D	G3DSA:3.30.230.10	-	223	398	1.0E-71	T	01-10-2020	IPR014721	Ribosomal protein S5 domain 2-type fold, subgroup		
lcl|ORF4_c_000000010176:5773:3878	2e563eb12676e43b859fa98b5723b173	631	TIGRFAM	TIGR01059	gyrB: DNA gyrase, B subunit	8	630	7.7E-279	T	01-10-2020	IPR011557	DNA gyrase, subunit B	GO:0003677|GO:0003918|GO:0005524|GO:0005694|GO:0006265	
lcl|ORF4_c_000000010176:5773:3878	2e563eb12676e43b859fa98b5723b173	631	SMART	SM00387	HKATPase_4	33	179	3.9E-22	T	01-10-2020	IPR003594	Histidine kinase/HSP90-like ATPase		
lcl|ORF4_c_000000010176:5773:3878	2e563eb12676e43b859fa98b5723b173	631	Pfam	PF02518	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	35	178	3.5E-19	T	01-10-2020	IPR003594	Histidine kinase/HSP90-like ATPase		
lcl|ORF4_c_000000010176:5773:3878	2e563eb12676e43b859fa98b5723b173	631	Gene3D	G3DSA:3.30.565.10	-	4	222	1.1E-86	T	01-10-2020	IPR036890	Histidine kinase/HSP90-like ATPase superfamily		
lcl|ORF4_c_000000010176:5773:3878	2e563eb12676e43b859fa98b5723b173	631	Hamap	MF_01898	DNA gyrase subunit B [gyrB].	5	631	84.504	T	01-10-2020	IPR011557	DNA gyrase, subunit B	GO:0003677|GO:0003918|GO:0005524|GO:0005694|GO:0006265	
lcl|ORF4_c_000000010176:5773:3878	2e563eb12676e43b859fa98b5723b173	631	Pfam	PF00204	DNA gyrase B	224	390	2.2E-60	T	01-10-2020	IPR013506	DNA topoisomerase, type IIA, subunit B, domain 2	GO:0003677|GO:0003918|GO:0005524|GO:0006265	Reactome: R-HSA-4615885
lcl|ORF4_c_000000010176:5773:3878	2e563eb12676e43b859fa98b5723b173	631	ProSitePatterns	PS00177	DNA topoisomerase II signature.	423	431	-	T	01-10-2020	IPR018522	DNA topoisomerase, type IIA, conserved site	GO:0003677|GO:0003918|GO:0005524|GO:0006265	Reactome: R-HSA-4615885
lcl|ORF4_c_000000010176:5773:3878	2e563eb12676e43b859fa98b5723b173	631	Gene3D	G3DSA:3.40.50.670	-	400	631	5.4E-100	T	01-10-2020	IPR013759	DNA topoisomerase, type IIA, subunit B, C-terminal	GO:0003677|GO:0003918|GO:0005524|GO:0006265	Reactome: R-HSA-4615885
lcl|ORF4_c_000000010176:5773:3878	2e563eb12676e43b859fa98b5723b173	631	SUPERFAMILY	SSF56719	Type II DNA topoisomerase	402	622	3.14E-81	T	01-10-2020	IPR013760	DNA topoisomerase, type IIA-like domain superfamily	GO:0003918|GO:0005524	Reactome: R-HSA-4615885
lcl|ORF4_c_000000010176:5773:3878	2e563eb12676e43b859fa98b5723b173	631	Pfam	PF01751	Toprim domain	420	529	6.4E-19	T	01-10-2020	IPR006171	TOPRIM  domain		
lcl|ORF4_c_000000010176:5773:3878	2e563eb12676e43b859fa98b5723b173	631	PRINTS	PR01159	DNA gyrase subunit B signature	360	374	6.6E-66	T	01-10-2020	IPR000565	DNA topoisomerase, type IIA, subunit B	GO:0003677|GO:0003918|GO:0005524|GO:0006265	
lcl|ORF4_c_000000010176:5773:3878	2e563eb12676e43b859fa98b5723b173	631	PRINTS	PR01159	DNA gyrase subunit B signature	471	480	6.6E-66	T	01-10-2020	IPR000565	DNA topoisomerase, type IIA, subunit B	GO:0003677|GO:0003918|GO:0005524|GO:0006265	
lcl|ORF4_c_000000010176:5773:3878	2e563eb12676e43b859fa98b5723b173	631	PRINTS	PR01159	DNA gyrase subunit B signature	184	199	6.6E-66	T	01-10-2020	IPR000565	DNA topoisomerase, type IIA, subunit B	GO:0003677|GO:0003918|GO:0005524|GO:0006265	
lcl|ORF4_c_000000010176:5773:3878	2e563eb12676e43b859fa98b5723b173	631	PRINTS	PR01159	DNA gyrase subunit B signature	199	212	6.6E-66	T	01-10-2020	IPR000565	DNA topoisomerase, type IIA, subunit B	GO:0003677|GO:0003918|GO:0005524|GO:0006265	
lcl|ORF4_c_000000010176:5773:3878	2e563eb12676e43b859fa98b5723b173	631	PRINTS	PR01159	DNA gyrase subunit B signature	8	18	6.6E-66	T	01-10-2020	IPR000565	DNA topoisomerase, type IIA, subunit B	GO:0003677|GO:0003918|GO:0005524|GO:0006265	
lcl|ORF4_c_000000010176:5773:3878	2e563eb12676e43b859fa98b5723b173	631	PRINTS	PR01159	DNA gyrase subunit B signature	585	597	6.6E-66	T	01-10-2020	IPR000565	DNA topoisomerase, type IIA, subunit B	GO:0003677|GO:0003918|GO:0005524|GO:0006265	
lcl|ORF4_c_000000010176:5773:3878	2e563eb12676e43b859fa98b5723b173	631	PRINTS	PR01159	DNA gyrase subunit B signature	374	394	6.6E-66	T	01-10-2020	IPR000565	DNA topoisomerase, type IIA, subunit B	GO:0003677|GO:0003918|GO:0005524|GO:0006265	
lcl|ORF4_c_000000010176:5773:3878	2e563eb12676e43b859fa98b5723b173	631	PRINTS	PR01159	DNA gyrase subunit B signature	223	245	6.6E-66	T	01-10-2020	IPR000565	DNA topoisomerase, type IIA, subunit B	GO:0003677|GO:0003918|GO:0005524|GO:0006265	
lcl|ORF4_c_000000010176:5773:3878	2e563eb12676e43b859fa98b5723b173	631	PRINTS	PR01159	DNA gyrase subunit B signature	601	617	6.6E-66	T	01-10-2020	IPR000565	DNA topoisomerase, type IIA, subunit B	GO:0003677|GO:0003918|GO:0005524|GO:0006265	
lcl|ORF4_c_000000010176:5773:3878	2e563eb12676e43b859fa98b5723b173	631	PRINTS	PR01159	DNA gyrase subunit B signature	312	328	6.6E-66	T	01-10-2020	IPR000565	DNA topoisomerase, type IIA, subunit B	GO:0003677|GO:0003918|GO:0005524|GO:0006265	
