lcl|ORF1_c_000000031459:2870:2268	eec98df7d970c3ec038eb1cb024acb45	200	SUPERFAMILY	SSF69618	HemD-like	16	197	4.45E-29	T	30-09-2020	IPR036108	Tetrapyrrole biosynthesis, uroporphyrinogen III synthase superfamily	GO:0004852|GO:0033014	KEGG: 00860+4.2.1.75|MetaCyc: PWY-5188|MetaCyc: PWY-5189|Reactome: R-HSA-189451
lcl|ORF1_c_000000031459:2870:2268	eec98df7d970c3ec038eb1cb024acb45	200	CDD	cd06578	HemD	18	194	6.3901E-33	T	30-09-2020	IPR003754	Tetrapyrrole biosynthesis, uroporphyrinogen III synthase	GO:0004852|GO:0033014	KEGG: 00860+4.2.1.75|MetaCyc: PWY-5188|MetaCyc: PWY-5189|Reactome: R-HSA-189451
lcl|ORF1_c_000000031459:2870:2268	eec98df7d970c3ec038eb1cb024acb45	200	Gene3D	G3DSA:3.40.50.10090	-	146	199	9.2E-6	T	30-09-2020	IPR036108	Tetrapyrrole biosynthesis, uroporphyrinogen III synthase superfamily	GO:0004852|GO:0033014	KEGG: 00860+4.2.1.75|MetaCyc: PWY-5188|MetaCyc: PWY-5189|Reactome: R-HSA-189451
lcl|ORF1_c_000000031459:2870:2268	eec98df7d970c3ec038eb1cb024acb45	200	Pfam	PF02602	Uroporphyrinogen-III synthase HemD	18	194	4.1E-26	T	30-09-2020	IPR003754	Tetrapyrrole biosynthesis, uroporphyrinogen III synthase	GO:0004852|GO:0033014	KEGG: 00860+4.2.1.75|MetaCyc: PWY-5188|MetaCyc: PWY-5189|Reactome: R-HSA-189451
lcl|ORF1_c_000000031459:2870:2268	eec98df7d970c3ec038eb1cb024acb45	200	Gene3D	G3DSA:3.40.50.10090	-	22	142	2.6E-17	T	30-09-2020	IPR036108	Tetrapyrrole biosynthesis, uroporphyrinogen III synthase superfamily	GO:0004852|GO:0033014	KEGG: 00860+4.2.1.75|MetaCyc: PWY-5188|MetaCyc: PWY-5189|Reactome: R-HSA-189451
lcl|ORF2_c_000000008586:61:1554	0696dafdcc84f0ef4d08c06a7a5f364e	497	Coils	Coil	Coil	93	113	-	T	30-09-2020
lcl|ORF2_c_000000008586:61:1554	0696dafdcc84f0ef4d08c06a7a5f364e	497	Pfam	PF02321	Outer membrane efflux protein	79	281	6.6E-21	T	30-09-2020	IPR003423	Outer membrane efflux protein	GO:0015562|GO:0055085	
lcl|ORF2_c_000000008586:61:1554	0696dafdcc84f0ef4d08c06a7a5f364e	497	Pfam	PF02321	Outer membrane efflux protein	308	488	5.7E-27	T	30-09-2020	IPR003423	Outer membrane efflux protein	GO:0015562|GO:0055085	
lcl|ORF2_c_000000008586:61:1554	0696dafdcc84f0ef4d08c06a7a5f364e	497	SUPERFAMILY	SSF56954	Outer membrane efflux proteins (OEP)	13	489	4.45E-79	T	30-09-2020
lcl|ORF2_c_000000008586:61:1554	0696dafdcc84f0ef4d08c06a7a5f364e	497	Coils	Coil	Coil	248	268	-	T	30-09-2020
lcl|ORF2_c_000000008586:61:1554	0696dafdcc84f0ef4d08c06a7a5f364e	497	Gene3D	G3DSA:1.20.1600.10	Outer membrane efflux proteins (OEP) 	62	491	2.6E-78	T	30-09-2020
lcl|ORF2_c_000000006254:1424:324	cb2105b725127bfaaadb6f481495902b	366	Hamap	MF_00168	Queuine tRNA-ribosyltransferase [tgt].	1	363	52.283	T	30-09-2020	IPR004803	tRNA-guanine transglycosylase	GO:0008479|GO:0101030	MetaCyc: PWY-6700|MetaCyc: PWY-8106|Reactome: R-HSA-6782315
lcl|ORF2_c_000000006254:1424:324	cb2105b725127bfaaadb6f481495902b	366	SUPERFAMILY	SSF51713	tRNA-guanine transglycosylase	1	365	3.79E-151	T	30-09-2020	IPR036511	Queuine tRNA-ribosyltransferase-like	GO:0006400|GO:0016763	MetaCyc: PWY-6700|MetaCyc: PWY-8106|Reactome: R-HSA-6782315
lcl|ORF2_c_000000006254:1424:324	cb2105b725127bfaaadb6f481495902b	366	Pfam	PF01702	Queuine tRNA-ribosyltransferase	13	365	2.2E-149	T	30-09-2020	IPR002616	tRNA-guanine(15) transglycosylase-like	GO:0006400|GO:0016763	MetaCyc: PWY-6700|MetaCyc: PWY-8106|Reactome: R-HSA-6782315
lcl|ORF2_c_000000006254:1424:324	cb2105b725127bfaaadb6f481495902b	366	Gene3D	G3DSA:3.20.20.105	-	1	366	1.1E-160	T	30-09-2020	IPR036511	Queuine tRNA-ribosyltransferase-like	GO:0006400|GO:0016763	MetaCyc: PWY-6700|MetaCyc: PWY-8106|Reactome: R-HSA-6782315
lcl|ORF2_c_000000006254:1424:324	cb2105b725127bfaaadb6f481495902b	366	TIGRFAM	TIGR00449	tgt_general: tRNA-guanine family transglycosylase	9	365	8.3E-146	T	30-09-2020	IPR002616	tRNA-guanine(15) transglycosylase-like	GO:0006400|GO:0016763	MetaCyc: PWY-6700|MetaCyc: PWY-8106|Reactome: R-HSA-6782315
lcl|ORF2_c_000000006254:1424:324	cb2105b725127bfaaadb6f481495902b	366	TIGRFAM	TIGR00430	Q_tRNA_tgt: tRNA-guanine transglycosylase	10	362	5.7E-152	T	30-09-2020	IPR004803	tRNA-guanine transglycosylase	GO:0008479|GO:0101030	MetaCyc: PWY-6700|MetaCyc: PWY-8106|Reactome: R-HSA-6782315
lcl|ORF2_c_000000015084:1138:2	b9878d949537080fa5df7c8609845061	379	Pfam	PF00221	Aromatic amino acid lyase	11	379	3.7E-141	T	30-09-2020	IPR001106	Aromatic amino acid lyase		Reactome: R-HSA-70921
lcl|ORF2_c_000000015084:1138:2	b9878d949537080fa5df7c8609845061	379	Gene3D	G3DSA:1.20.200.10	Fumarase/aspartase (Central domain)	198	379	1.3E-65	T	30-09-2020
lcl|ORF2_c_000000015084:1138:2	b9878d949537080fa5df7c8609845061	379	ProSitePatterns	PS00488	Phenylalanine and histidine ammonia-lyases signature.	138	154	-	T	30-09-2020	IPR022313	Phenylalanine/histidine ammonia-lyases, active site	GO:0016841	Reactome: R-HSA-70921
lcl|ORF2_c_000000015084:1138:2	b9878d949537080fa5df7c8609845061	379	CDD	cd00332	PAL-HAL	9	379	6.39267E-167	T	30-09-2020	IPR001106	Aromatic amino acid lyase		Reactome: R-HSA-70921
lcl|ORF2_c_000000015084:1138:2	b9878d949537080fa5df7c8609845061	379	SUPERFAMILY	SSF48557	L-aspartase-like	4	379	3.61E-139	T	30-09-2020	IPR008948	L-Aspartase-like	GO:0003824	
