lcl|ORF3_c_000000015066:3047:3388	4a6d9d3140363c3dc5e6aab7e79eb098	113	MobiDBLite	mobidb-lite	consensus disorder prediction	62	84	-	T	01-10-2020
lcl|ORF3_c_000000015066:3047:3388	4a6d9d3140363c3dc5e6aab7e79eb098	113	MobiDBLite	mobidb-lite	consensus disorder prediction	62	96	-	T	01-10-2020
lcl|ORF3_c_000000015066:3047:3388	4a6d9d3140363c3dc5e6aab7e79eb098	113	MobiDBLite	mobidb-lite	consensus disorder prediction	1	36	-	T	01-10-2020
lcl|ORF2_c_000000017154:1556:2347	7e1ea67f97cf5f6b0ab84dde6ca448b0	263	Pfam	PF02654	Cobalamin-5-phosphate synthase	38	253	6.4E-10	T	01-10-2020	IPR003805	Adenosylcobinamide-GDP ribazoletransferase	GO:0008818|GO:0009236|GO:0051073	KEGG: 00860+2.7.8.26|MetaCyc: PWY-5509|MetaCyc: PWY-6269|MetaCyc: PWY-7961|MetaCyc: PWY-7963|MetaCyc: PWY-7964|MetaCyc: PWY-7965|MetaCyc: PWY-7966|MetaCyc: PWY-7967|MetaCyc: PWY-7968|MetaCyc: PWY-7969|MetaCyc: PWY-7970|MetaCyc: PWY-7975
lcl|ORF1_c_000000028623:582:3137	b9fc70b9a80db1d0e947b52da466b376	851	SUPERFAMILY	SSF48208	Six-hairpin glycosidases	121	479	4.01E-22	T	01-10-2020	IPR008928	Six-hairpin glycosidase superfamily	GO:0003824	
lcl|ORF1_c_000000028623:582:3137	b9fc70b9a80db1d0e947b52da466b376	851	Gene3D	G3DSA:1.50.10.10	-	128	480	2.8E-15	T	01-10-2020	IPR012341	Six-hairpin glycosidase-like superfamily	GO:0003824	
lcl|ORF3_c_000000027512:1927:4716	5434c66389390414e2804d58560a0e7f	929	Gene3D	G3DSA:3.90.320.10	-	638	857	3.8E-6	T	01-10-2020	IPR011604	Exonuclease, phage-type/RecB, C-terminal		
lcl|ORF3_c_000000027512:1927:4716	5434c66389390414e2804d58560a0e7f	929	Pfam	PF12705	PD-(D/E)XK nuclease superfamily	649	894	1.4E-28	T	01-10-2020	IPR038726	PD-(D/E)XK endonuclease-like domain, AddAB-type		
lcl|ORF3_c_000000027512:1927:4716	5434c66389390414e2804d58560a0e7f	929	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	334	601	1.12E-5	T	01-10-2020	IPR027417	P-loop containing nucleoside triphosphate hydrolase		
lcl|ORF2_c_000000009970:2549:1683	1372fa74f661c64bc5fe8a582b184580	288	Pfam	PF00528	Binding-protein-dependent transport system inner membrane component	86	283	2.6E-25	T	01-10-2020	IPR000515	ABC transporter type 1, transmembrane domain MetI-like	GO:0016020|GO:0055085	
lcl|ORF2_c_000000009970:2549:1683	1372fa74f661c64bc5fe8a582b184580	288	Gene3D	G3DSA:1.10.3720.10	-	60	286	2.7E-28	T	01-10-2020	IPR035906	MetI-like superfamily		
lcl|ORF2_c_000000009970:2549:1683	1372fa74f661c64bc5fe8a582b184580	288	ProSiteProfiles	PS50928	ABC transporter integral membrane type-1 domain profile.	68	279	18.574	T	01-10-2020	IPR000515	ABC transporter type 1, transmembrane domain MetI-like	GO:0016020|GO:0055085	
lcl|ORF2_c_000000009970:2549:1683	1372fa74f661c64bc5fe8a582b184580	288	TIGRFAM	TIGR00974	3a0107s02c: phosphate ABC transporter, permease protein PstA	16	285	1.6E-83	T	01-10-2020	IPR005672	Phosphate transport system permease protein PstA	GO:0005315|GO:0005887|GO:0035435	
lcl|ORF2_c_000000009970:2549:1683	1372fa74f661c64bc5fe8a582b184580	288	CDD	cd06261	TM_PBP2	68	224	2.42477E-16	T	01-10-2020	IPR000515	ABC transporter type 1, transmembrane domain MetI-like	GO:0016020|GO:0055085	
lcl|ORF2_c_000000009970:2549:1683	1372fa74f661c64bc5fe8a582b184580	288	SUPERFAMILY	SSF161098	MetI-like	27	278	1.57E-31	T	01-10-2020	IPR035906	MetI-like superfamily		
lcl|ORF2_c_000000005636:1009:1788	8dcb9295a2273be1384c2d41313d0521	259	Pfam	PF13561	Enoyl-(Acyl carrier protein) reductase	12	255	3.4E-53	T	01-10-2020
lcl|ORF2_c_000000005636:1009:1788	8dcb9295a2273be1384c2d41313d0521	259	PRINTS	PR00081	Glucose/ribitol dehydrogenase family signature	163	182	4.6E-27	T	01-10-2020	IPR002347	Short-chain dehydrogenase/reductase SDR		
lcl|ORF2_c_000000005636:1009:1788	8dcb9295a2273be1384c2d41313d0521	259	PRINTS	PR00081	Glucose/ribitol dehydrogenase family signature	7	24	4.6E-27	T	01-10-2020	IPR002347	Short-chain dehydrogenase/reductase SDR		
lcl|ORF2_c_000000005636:1009:1788	8dcb9295a2273be1384c2d41313d0521	259	PRINTS	PR00081	Glucose/ribitol dehydrogenase family signature	218	238	4.6E-27	T	01-10-2020	IPR002347	Short-chain dehydrogenase/reductase SDR		
lcl|ORF2_c_000000005636:1009:1788	8dcb9295a2273be1384c2d41313d0521	259	PRINTS	PR00081	Glucose/ribitol dehydrogenase family signature	184	201	4.6E-27	T	01-10-2020	IPR002347	Short-chain dehydrogenase/reductase SDR		
lcl|ORF2_c_000000005636:1009:1788	8dcb9295a2273be1384c2d41313d0521	259	PRINTS	PR00081	Glucose/ribitol dehydrogenase family signature	82	93	4.6E-27	T	01-10-2020	IPR002347	Short-chain dehydrogenase/reductase SDR		
lcl|ORF2_c_000000005636:1009:1788	8dcb9295a2273be1384c2d41313d0521	259	PRINTS	PR00081	Glucose/ribitol dehydrogenase family signature	137	153	4.6E-27	T	01-10-2020	IPR002347	Short-chain dehydrogenase/reductase SDR		
lcl|ORF2_c_000000005636:1009:1788	8dcb9295a2273be1384c2d41313d0521	259	PRINTS	PR00080	Short-chain dehydrogenase/reductase (SDR) superfamily signature	143	151	1.7E-8	T	01-10-2020	IPR002347	Short-chain dehydrogenase/reductase SDR		
lcl|ORF2_c_000000005636:1009:1788	8dcb9295a2273be1384c2d41313d0521	259	PRINTS	PR00080	Short-chain dehydrogenase/reductase (SDR) superfamily signature	82	93	1.7E-8	T	01-10-2020	IPR002347	Short-chain dehydrogenase/reductase SDR		
lcl|ORF2_c_000000005636:1009:1788	8dcb9295a2273be1384c2d41313d0521	259	PRINTS	PR00080	Short-chain dehydrogenase/reductase (SDR) superfamily signature	163	182	1.7E-8	T	01-10-2020	IPR002347	Short-chain dehydrogenase/reductase SDR		
lcl|ORF2_c_000000005636:1009:1788	8dcb9295a2273be1384c2d41313d0521	259	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	6	256	1.05E-68	T	01-10-2020	IPR036291	NAD(P)-binding domain superfamily		
lcl|ORF2_c_000000005636:1009:1788	8dcb9295a2273be1384c2d41313d0521	259	ProSitePatterns	PS00061	Short-chain dehydrogenases/reductases family signature.	150	178	-	T	01-10-2020	IPR020904	Short-chain dehydrogenase/reductase, conserved site	GO:0016491	
lcl|ORF2_c_000000005636:1009:1788	8dcb9295a2273be1384c2d41313d0521	259	Gene3D	G3DSA:3.40.50.720	-	3	259	1.0E-72	T	01-10-2020
lcl|ORF2_c_000000028520:1906:3675	6cb11e0f65bb2d95b6315967c92effdc	589	PRINTS	PR00681	Ribosomal protein S1 signature	39	57	3.4E-67	T	01-10-2020
lcl|ORF2_c_000000028520:1906:3675	6cb11e0f65bb2d95b6315967c92effdc	589	PRINTS	PR00681	Ribosomal protein S1 signature	99	118	3.4E-67	T	01-10-2020
lcl|ORF2_c_000000028520:1906:3675	6cb11e0f65bb2d95b6315967c92effdc	589	PRINTS	PR00681	Ribosomal protein S1 signature	227	248	3.4E-67	T	01-10-2020
lcl|ORF2_c_000000028520:1906:3675	6cb11e0f65bb2d95b6315967c92effdc	589	PRINTS	PR00681	Ribosomal protein S1 signature	305	324	3.4E-67	T	01-10-2020
lcl|ORF2_c_000000028520:1906:3675	6cb11e0f65bb2d95b6315967c92effdc	589	PRINTS	PR00681	Ribosomal protein S1 signature	57	71	3.4E-67	T	01-10-2020
lcl|ORF2_c_000000028520:1906:3675	6cb11e0f65bb2d95b6315967c92effdc	589	PRINTS	PR00681	Ribosomal protein S1 signature	123	139	3.4E-67	T	01-10-2020
lcl|ORF2_c_000000028520:1906:3675	6cb11e0f65bb2d95b6315967c92effdc	589	PRINTS	PR00681	Ribosomal protein S1 signature	345	363	3.4E-67	T	01-10-2020
lcl|ORF2_c_000000028520:1906:3675	6cb11e0f65bb2d95b6315967c92effdc	589	PRINTS	PR00681	Ribosomal protein S1 signature	170	190	3.4E-67	T	01-10-2020
lcl|ORF2_c_000000028520:1906:3675	6cb11e0f65bb2d95b6315967c92effdc	589	PRINTS	PR00681	Ribosomal protein S1 signature	141	158	3.4E-67	T	01-10-2020
