lcl|ORF2_c_000000031753:13:1590	1988a975688bd5d4a04142bd5e9a197f	525	Pfam	PF01345	Domain of unknown function DUF11	326	418	1.0E-6	T	30-09-2020	IPR001434	Domain of unknown function DUF11		
lcl|ORF2_c_000000031753:13:1590	1988a975688bd5d4a04142bd5e9a197f	525	TIGRFAM	TIGR01451	B_ant_repeat: conserved repeat domain	325	361	1.2E-6	T	30-09-2020	IPR001434	Domain of unknown function DUF11		
lcl|ORF5_c_000000032132:1421:1026	1e90fe323d3af40432b21ff1836120a6	131	Hamap	MF_01366	50S ribosomal protein L13 [rplM].	8	129	20.247	T	30-09-2020	IPR005822	Ribosomal protein L13	GO:0003735|GO:0005840|GO:0006412	
lcl|ORF5_c_000000032132:1421:1026	1e90fe323d3af40432b21ff1836120a6	131	Pfam	PF00572	Ribosomal protein L13	6	117	5.9E-36	T	30-09-2020	IPR005822	Ribosomal protein L13	GO:0003735|GO:0005840|GO:0006412	
lcl|ORF5_c_000000032132:1421:1026	1e90fe323d3af40432b21ff1836120a6	131	SUPERFAMILY	SSF52161	Ribosomal protein L13	4	129	5.36E-38	T	30-09-2020	IPR036899	Ribosomal protein L13 superfamily	GO:0003735|GO:0005840|GO:0006412	
lcl|ORF5_c_000000032132:1421:1026	1e90fe323d3af40432b21ff1836120a6	131	Gene3D	G3DSA:3.90.1180.10	-	1	131	4.7E-45	T	30-09-2020	IPR036899	Ribosomal protein L13 superfamily	GO:0003735|GO:0005840|GO:0006412	
lcl|ORF5_c_000000032132:1421:1026	1e90fe323d3af40432b21ff1836120a6	131	TIGRFAM	TIGR01066	rplM_bact: ribosomal protein uL13	4	129	5.8E-41	T	30-09-2020	IPR005823	Ribosomal protein L13, bacterial-type	GO:0003735|GO:0005840|GO:0006412	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276
lcl|ORF5_c_000000032132:1421:1026	1e90fe323d3af40432b21ff1836120a6	131	PIRSF	PIRSF002181	RPL13p_RPL13Aa_RPL16e_RPL13o	1	131	6.8E-38	T	30-09-2020	IPR005822	Ribosomal protein L13	GO:0003735|GO:0005840|GO:0006412	
lcl|ORF5_c_000000032132:1421:1026	1e90fe323d3af40432b21ff1836120a6	131	CDD	cd00392	Ribosomal_L13	11	115	3.64704E-43	T	30-09-2020	IPR005822	Ribosomal protein L13	GO:0003735|GO:0005840|GO:0006412	
lcl|ORF1_c_000000020300:1296:3152	5326db898ce1a30f7bc0f275255c305a	618	SUPERFAMILY	SSF54980	EF-G C-terminal domain-like	311	389	1.44E-16	T	30-09-2020	IPR035647	EF-G domain III/V-like		
