lcl|ORF2_c_000000006726:5231:4326	1da0b6c12d8d9823af2596f80540aee0	301	CDD	cd01065	NAD_bind_Shikimate_DH	133	284	3.13321E-33	T	30-09-2020
lcl|ORF2_c_000000006726:5231:4326	1da0b6c12d8d9823af2596f80540aee0	301	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	134	300	2.52E-38	T	30-09-2020	IPR036291	NAD(P)-binding domain superfamily		
lcl|ORF2_c_000000006726:5231:4326	1da0b6c12d8d9823af2596f80540aee0	301	SUPERFAMILY	SSF53223	Aminoacid dehydrogenase-like, N-terminal domain	28	133	1.38E-32	T	30-09-2020
lcl|ORF2_c_000000006726:5231:4326	1da0b6c12d8d9823af2596f80540aee0	301	Gene3D	G3DSA:3.40.50.720	-	134	276	1.4E-78	T	30-09-2020
lcl|ORF2_c_000000006726:5231:4326	1da0b6c12d8d9823af2596f80540aee0	301	Gene3D	G3DSA:3.40.50.10860	Leucine Dehydrogenase	38	285	1.4E-78	T	30-09-2020
lcl|ORF2_c_000000006726:5231:4326	1da0b6c12d8d9823af2596f80540aee0	301	Pfam	PF08501	Shikimate dehydrogenase substrate binding domain	39	121	5.6E-25	T	30-09-2020	IPR013708	Shikimate dehydrogenase substrate binding, N-terminal	GO:0004764|GO:0055114	KEGG: 00400+1.1.1.25|MetaCyc: PWY-6163
lcl|ORF2_c_000000006726:5231:4326	1da0b6c12d8d9823af2596f80540aee0	301	TIGRFAM	TIGR00507	aroE: shikimate dehydrogenase	36	300	4.9E-85	T	30-09-2020	IPR011342	Shikimate dehydrogenase	GO:0004764|GO:0019632|GO:0050661|GO:0055114	KEGG: 00400+1.1.1.25|MetaCyc: PWY-6163
lcl|ORF2_c_000000006726:5231:4326	1da0b6c12d8d9823af2596f80540aee0	301	Pfam	PF01488	Shikimate / quinate 5-dehydrogenase	149	223	5.1E-10	T	30-09-2020	IPR006151	Quinate/shikimate 5-dehydrogenase/glutamyl-tRNA reductase		
lcl|ORF2_c_000000006726:5231:4326	1da0b6c12d8d9823af2596f80540aee0	301	Hamap	MF_00222	Shikimate dehydrogenase (NADP(+)) [aroE].	34	301	31.527	T	30-09-2020	IPR022893	Shikimate dehydrogenase family	GO:0004764|GO:0055114	KEGG: 00400+1.1.1.25|MetaCyc: PWY-6163
lcl|ORF2_c_000000006726:5231:4326	1da0b6c12d8d9823af2596f80540aee0	301	Pfam	PF18317	Shikimate 5'-dehydrogenase C-terminal domain	269	299	8.6E-12	T	30-09-2020	IPR041121	SDH, C-terminal		KEGG: 00400+1.1.1.25|MetaCyc: PWY-6163
lcl|ORF2_c_000000003287:988:1473	f85185ece6ae5f2c3b7c4038df3770a9	161	Gene3D	G3DSA:3.40.30.10	Glutaredoxin	74	161	4.0E-24	T	30-09-2020	IPR036249	Thioredoxin-like superfamily		
