lcl|ORF1_c_000000031823:1302:1799	a2e6ed8faca2735110f44b11ec1c7949	165	PRINTS	PR00719	LMW phosphotyrosine protein phosphatase signature	11	28	1.3E-24	T	30-09-2020	IPR017867	Protein-tyrosine phosphatase, low molecular weight	GO:0004725|GO:0006470	
lcl|ORF1_c_000000031823:1302:1799	a2e6ed8faca2735110f44b11ec1c7949	165	PRINTS	PR00719	LMW phosphotyrosine protein phosphatase signature	88	103	1.3E-24	T	30-09-2020	IPR017867	Protein-tyrosine phosphatase, low molecular weight	GO:0004725|GO:0006470	
lcl|ORF1_c_000000031823:1302:1799	a2e6ed8faca2735110f44b11ec1c7949	165	PRINTS	PR00719	LMW phosphotyrosine protein phosphatase signature	54	70	1.3E-24	T	30-09-2020	IPR017867	Protein-tyrosine phosphatase, low molecular weight	GO:0004725|GO:0006470	
lcl|ORF1_c_000000031823:1302:1799	a2e6ed8faca2735110f44b11ec1c7949	165	PRINTS	PR00719	LMW phosphotyrosine protein phosphatase signature	130	145	1.3E-24	T	30-09-2020	IPR017867	Protein-tyrosine phosphatase, low molecular weight	GO:0004725|GO:0006470	
lcl|ORF1_c_000000031823:1302:1799	a2e6ed8faca2735110f44b11ec1c7949	165	CDD	cd16343	LMWPTP	9	157	3.98481E-72	T	30-09-2020
lcl|ORF1_c_000000031823:1302:1799	a2e6ed8faca2735110f44b11ec1c7949	165	Gene3D	G3DSA:3.40.50.2300	-	1	165	4.2E-59	T	30-09-2020
lcl|ORF1_c_000000031823:1302:1799	a2e6ed8faca2735110f44b11ec1c7949	165	SUPERFAMILY	SSF52788	Phosphotyrosine protein phosphatases I	8	159	2.75E-51	T	30-09-2020	IPR036196	Phosphotyrosine protein phosphatase I superfamily		
lcl|ORF1_c_000000031823:1302:1799	a2e6ed8faca2735110f44b11ec1c7949	165	Pfam	PF01451	Low molecular weight phosphotyrosine protein phosphatase	11	156	7.5E-43	T	30-09-2020	IPR023485	Phosphotyrosine protein phosphatase I		
lcl|ORF1_c_000000031823:1302:1799	a2e6ed8faca2735110f44b11ec1c7949	165	SMART	SM00226	LMWPc_2	9	158	9.5E-59	T	30-09-2020	IPR023485	Phosphotyrosine protein phosphatase I		
lcl|ORF3_c_000000021701:599:1951	926455aed9df2c9888c9a12acad1570f	450	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	42	357	1.2E-52	T	30-09-2020	IPR027417	P-loop containing nucleoside triphosphate hydrolase		
lcl|ORF3_c_000000021701:599:1951	926455aed9df2c9888c9a12acad1570f	450	Hamap	MF_00306	Signal recognition particle 54 kDa protein [srp54].	5	439	32.418	T	30-09-2020	IPR022941	Signal recognition particle, SRP54 subunit	GO:0003924|GO:0005525|GO:0006614|GO:0048500	Reactome: R-HSA-1799339
lcl|ORF3_c_000000021701:599:1951	926455aed9df2c9888c9a12acad1570f	450	Gene3D	G3DSA:3.40.50.300	-	90	285	3.2E-121	T	30-09-2020
lcl|ORF3_c_000000021701:599:1951	926455aed9df2c9888c9a12acad1570f	450	SMART	SM00963	SRP54_N_2	1	86	2.1E-34	T	30-09-2020	IPR013822	Signal recognition particle SRP54, helical bundle	GO:0005525|GO:0006614	Reactome: R-HSA-1799339
lcl|ORF3_c_000000021701:599:1951	926455aed9df2c9888c9a12acad1570f	450	Pfam	PF02881	SRP54-type protein, helical bundle domain	5	82	1.9E-19	T	30-09-2020	IPR013822	Signal recognition particle SRP54, helical bundle	GO:0005525|GO:0006614	Reactome: R-HSA-1799339
lcl|ORF3_c_000000021701:599:1951	926455aed9df2c9888c9a12acad1570f	450	SMART	SM00962	SRP54_3	100	296	2.7E-114	T	30-09-2020	IPR000897	Signal recognition particle, SRP54 subunit, GTPase domain	GO:0005525|GO:0006614	Reactome: R-HSA-1799339
lcl|ORF3_c_000000021701:599:1951	926455aed9df2c9888c9a12acad1570f	450	Gene3D	G3DSA:1.10.260.30	-	328	448	2.5E-38	T	30-09-2020	IPR036891	Signal recognition particle, SRP54 subunit, M-domain superfamily	GO:0006614|GO:0008312|GO:0048500	Reactome: R-HSA-1799339
lcl|ORF3_c_000000021701:599:1951	926455aed9df2c9888c9a12acad1570f	450	SMART	SM00382	AAA_5	99	301	1.7E-11	T	30-09-2020	IPR003593	AAA+ ATPase domain		
lcl|ORF3_c_000000021701:599:1951	926455aed9df2c9888c9a12acad1570f	450	CDD	cd18539	SRP_G	101	294	2.86985E-113	T	30-09-2020
lcl|ORF3_c_000000021701:599:1951	926455aed9df2c9888c9a12acad1570f	450	Gene3D	G3DSA:1.20.120.140	-	4	305	3.2E-121	T	30-09-2020	IPR042101	Signal recognition particle SRP54, N-terminal domain superfamily		Reactome: R-HSA-1799339
lcl|ORF3_c_000000021701:599:1951	926455aed9df2c9888c9a12acad1570f	450	TIGRFAM	TIGR00959	ffh: signal recognition particle protein	3	428	2.3E-172	T	30-09-2020	IPR004780	Signal recognition particle protein	GO:0003924|GO:0005525|GO:0006614|GO:0048500	
lcl|ORF3_c_000000021701:599:1951	926455aed9df2c9888c9a12acad1570f	450	SUPERFAMILY	SSF47446	Signal peptide-binding domain	329	429	2.45E-30	T	30-09-2020	IPR036891	Signal recognition particle, SRP54 subunit, M-domain superfamily	GO:0006614|GO:0008312|GO:0048500	Reactome: R-HSA-1799339
lcl|ORF3_c_000000021701:599:1951	926455aed9df2c9888c9a12acad1570f	450	Pfam	PF00448	SRP54-type protein, GTPase domain	100	296	1.6E-72	T	30-09-2020	IPR000897	Signal recognition particle, SRP54 subunit, GTPase domain	GO:0005525|GO:0006614	Reactome: R-HSA-1799339
lcl|ORF3_c_000000021701:599:1951	926455aed9df2c9888c9a12acad1570f	450	Pfam	PF02978	Signal peptide binding domain	329	426	5.3E-29	T	30-09-2020	IPR004125	Signal recognition particle, SRP54 subunit, M-domain	GO:0006614|GO:0008312|GO:0048500	Reactome: R-HSA-1799339
lcl|ORF3_c_000000021701:599:1951	926455aed9df2c9888c9a12acad1570f	450	Coils	Coil	Coil	13	33	-	T	30-09-2020
lcl|ORF3_c_000000021701:599:1951	926455aed9df2c9888c9a12acad1570f	450	ProSitePatterns	PS00300	SRP54-type proteins GTP-binding domain signature.	269	282	-	T	30-09-2020	IPR000897	Signal recognition particle, SRP54 subunit, GTPase domain	GO:0005525|GO:0006614	Reactome: R-HSA-1799339
lcl|ORF3_c_000000031537:2884:1769	79fac18c6b78680c22999967e14b12e6	371	MobiDBLite	mobidb-lite	consensus disorder prediction	29	65	-	T	30-09-2020
lcl|ORF3_c_000000031537:2884:1769	79fac18c6b78680c22999967e14b12e6	371	MobiDBLite	mobidb-lite	consensus disorder prediction	31	65	-	T	30-09-2020
lcl|ORF3_c_000000004512:1673:2176	aa371586e31e533c86d60a99d03de141	167	Pfam	PF00027	Cyclic nucleotide-binding domain	38	116	1.4E-17	T	30-09-2020	IPR000595	Cyclic nucleotide-binding domain		
lcl|ORF3_c_000000004512:1673:2176	aa371586e31e533c86d60a99d03de141	167	Gene3D	G3DSA:2.60.120.10	Jelly Rolls	14	147	8.1E-28	T	30-09-2020	IPR014710	RmlC-like jelly roll fold		
lcl|ORF3_c_000000004512:1673:2176	aa371586e31e533c86d60a99d03de141	167	CDD	cd00038	CAP_ED	18	126	2.50769E-20	T	30-09-2020	IPR000595	Cyclic nucleotide-binding domain		
lcl|ORF3_c_000000004512:1673:2176	aa371586e31e533c86d60a99d03de141	167	SUPERFAMILY	SSF51206	cAMP-binding domain-like	10	143	3.51E-25	T	30-09-2020	IPR018490	Cyclic nucleotide-binding-like		
lcl|ORF3_c_000000004512:1673:2176	aa371586e31e533c86d60a99d03de141	167	SMART	SM00100	cnmp_10	17	134	9.6E-16	T	30-09-2020	IPR000595	Cyclic nucleotide-binding domain		
lcl|ORF3_c_000000004512:1673:2176	aa371586e31e533c86d60a99d03de141	167	ProSitePatterns	PS00888	Cyclic nucleotide-binding domain signature 1.	44	60	-	T	30-09-2020	IPR018488	Cyclic nucleotide-binding, conserved site		
lcl|ORF3_c_000000004512:1673:2176	aa371586e31e533c86d60a99d03de141	167	ProSiteProfiles	PS50042	cAMP/cGMP binding motif profile.	17	136	20.962	T	30-09-2020	IPR000595	Cyclic nucleotide-binding domain		
lcl|ORF3_c_000000004512:1673:2176	aa371586e31e533c86d60a99d03de141	167	ProSitePatterns	PS00889	Cyclic nucleotide-binding domain signature 2.	84	101	-	T	30-09-2020	IPR018488	Cyclic nucleotide-binding, conserved site		
lcl|ORF3_c_000000027190:3465:2182	201d27d8dd8addf4075501d70bd98030	427	Pfam	PF10335	Putative nucleotidyltransferase substrate binding domain	283	425	4.1E-38	T	30-09-2020	IPR018821	Domain of unknown function DUF294, putative nucleotidyltransferase substrate-binding		
lcl|ORF3_c_000000027190:3465:2182	201d27d8dd8addf4075501d70bd98030	427	Pfam	PF03445	Putative nucleotidyltransferase DUF294	103	245	6.3E-44	T	30-09-2020	IPR005105	Protein-PII uridylyltransferase, N-terminal	GO:0008773	
lcl|ORF3_c_000000027190:3465:2182	201d27d8dd8addf4075501d70bd98030	427	CDD	cd17771	CBS_pair_CAP-ED_NT_Pol-beta-like_DUF294_assoc	2	76	3.25905E-32	T	30-09-2020
lcl|ORF3_c_000000027190:3465:2182	201d27d8dd8addf4075501d70bd98030	427	Pfam	PF00571	CBS domain	27	75	5.4E-7	T	30-09-2020	IPR000644	CBS domain		
lcl|ORF3_c_000000027190:3465:2182	201d27d8dd8addf4075501d70bd98030	427	Gene3D	G3DSA:3.10.580.10	-	1	83	4.7E-16	T	30-09-2020
lcl|ORF3_c_000000027190:3465:2182	201d27d8dd8addf4075501d70bd98030	427	ProSiteProfiles	PS51371	CBS domain profile.	28	84	11.101	T	30-09-2020	IPR000644	CBS domain		
lcl|ORF3_c_000000027190:3465:2182	201d27d8dd8addf4075501d70bd98030	427	SUPERFAMILY	SSF54631	CBS-domain pair	2	75	6.44E-15	T	30-09-2020
